,AATK,ABCE1,ABCF2,ABT1,ACACA,ACACB,ACAP2,ACAT1,ACIN1,ACP1,ACTL6A,ADA,ADAR,ADARB1,AFG3L2,AFP,AGO2,AHCYL1,AIM2,AIMP1,AKAP12,AKT1,ALDH18A1,ALYREF,AMHR2,AMOT,ANAPC10,ANAPC4,ANAPC5,ANAPC7,ANG,ANKRD11,ANKRD28,ANP32B,ANP32E,ANXA2,ANXA2P2,APOBEC3D,APOD,AR,ARAP3,ARF4,ARHGAP26,ARID1A,ARMC2,ARMCX3,ARRB1,ASCC3,ASPRV1,ATM,ATP2A2,ATP5A1,ATP5B,ATP5C1,ATRX,AURKAIP1,AURKB,Aars,Acat1,Acat2,Acly,Acta1,Actb,Actr1a,Actr3,Ahnak,Akr1b3,Aldh1a1,Aldh1a7,Anxa1,Arcn1,Atp5a1,B3GNT2,B4GALT3,BAG2,BAP1,BBX,BCAR1,BCKDHA,BCR,BEX1,BGLT3,BIRC6,BLOC1S1,BMI1,BOP1,BRAF,BRD1,BRD2,BRD3,BRD4,BUB3,C16orf13,C16orf71,C2CD4C,C9orf156,CA11,CACTIN-AS1,CAD,CALM1,CAMK2G,CAND1,CAPRIN2,CARS2,CASP8,CAT,CAV1,CBL,CBX6,CCDC180,CCDC47,CCDC7,CCND2,CCNE2,CCT2,CCT3,CCT4,CCT6A,CCT8,CD9,CDC20,CDC27,CDC42EP5,CDH3,CDK19,CDK4,CDKN2A,CDSN,CEBPB,CELSR3,CENPB,CENPC,CENPL,CEP131,CEP162,CEP170,CEP97,CFB,CFL1,CHD1L,CHD4,CHD7,CHD8,CHEK1,CHGB,CHMP4B,CHMP4BP1,CHTOP,CHUK,CIC,CIRBP,CKAP4,CKMT2,CLCC1,CLNK,CMAS,CMBL,CMTM1,CNBP,CNOT4,CNTROB,COPA,COPB1,COPS6,COX6B2,CREB1,CRKL,CSK,CSNK1A1,CSNK2A1,CSNK2A2,CSNK2B,CTBP1,CTCF,CTNNB1,CUL1,CUL3,CUL4A,CUL4B,CXCL1,CXXC1,CYB5R3,Cap1,Capn2,Cct3,Cct4,Cct5,Cct6a,Cct7,Cfl1,Cfl2,Cltc,Cp190,Ctcf,Ctps,DAP3,DAXX,DBF4B,DBN1,DBT,DCAF11,DCAF13,DDB1,DDOST,DDRGK1,DDX1,DDX17,DDX21,DDX24,DDX27,DDX3X,DDX47,DDX5,DDX50,DGCR8,DGKZ,DHCR7,DHX15,DHX30,DHX9,DLC1,DLG1,DNAJA1,DNAJA2,DNAJA3,DNAJB6,DNAJC10,DNAJC2,DNAJC21,DNAJC9,DOT1L,DPM1,DRG1,DSG1,DSP,DUT,DVL2,Ddx3x,Dstn,E2F1,ECSCR,EED,EEF1A2,EEF2,EEFSEC,EGFR,EGR1,EIF2AK2,EIF2S2,EIF3A,EIF3B,EIF3CL,EIF3E,EIF3G,EIF3I,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4E,EIF6,ELAVL1,ELL2,EMD,EME2,EML1,EN1,ENO2,EP300,EPHA2,EPHB1,EPRS,ERBB3,ERH,ESR1,ESR2,ETS1,EXOC5,EXOSC1,EXOSC2,EXOSC4,EXOSC5,EXOSC7,EYA2,EZH2,Eef1a1,Eef1b2,Eef1d,Eef1g,Eef2,Eif4a1,Eno1,Esd,FADS2,FAF2,FAM106A,FARSA,FARSB,FASN,FBL,FBN2,FBXL5,FBXL6,FBXO22,FBXW11,FBXW7,FEN1,FEV,FGFBP1,FKBP5,FLNA,FLNB,FNBP1,FOXK1,FRK,FRMD6,FSBP,FSCN1,FSIP2,FUBP1,FUBP3,FXR2,FZR1,Fasn,Flna,Fus,G3BP2,GATA3,GEMIN4,GFRA2,GLI4,GLTSCR2,GNAI1,GNAI2,GNB2L1,GNB4,GNL3,GOLGA4,GPATCH8,GPC1,GPC4,GPER1,GPKOW,GPR113,GPS1,GRB2,GSTM2,GTF3C2,GTF3C3,GTF3C5,GTPBP4,Gdi2,Gm16470,Gm8129,Gnb2l1,H1F0,H1FNT,H1FX,H2AFB2,H2AFB3,H2AFX,H2AFY,H2AFZ,HADHA,HADHB,HAGHL,HBA1,HBB,HDAC1,HDAC6,HDLBP,HEATR6,HES5,HES6,HIRA,HIST1H1A,HIST1H1D,HIST1H1E,HIST1H2AB,HIST1H2AE,HIST1H2AM,HIST1H2BG,HIST1H3A,HIST1H4A,HIST2H2AC,HNRNPA1,HNRNPA3,HNRNPAB,HNRNPH1,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1,HNRNPUL2,HP1BP3,HPSE2,HSD17B1,HSD17B10,HSD17B12,HSP90AA1,HSP90AB1,HSP90B1,HSPA1A,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA8,HSPBP1,HSPD1,HSPH1,Hnrnpa2b1,Hnrnpa3,Hnrnpf,Hnrnpk,Hnrnpl,Hnrnpu,Hsp90aa1,Hsp90ab1,Hsp90b1,Hspa4,Hspa5,Hspa8,Hspd1,IARS,IDE,IFI16,IFIH1,IGF1R,IGF2BP1,IGF2R,IGSF10,IKBKAP,IL17B,IL24,ILF2,ILF3,INHBE,INS,IPO4,IPO5,IPO7,IQCF2,IQGAP1,IRS4,ITGA6,ITGB7,ITPR3,Idh1,JUP,KANSL1,KAT2B,KAT6A,KBTBD4,KCNAB2,KDELR1,KDM1A,KDM6A,KHDRBS1,KHSRP,KIAA0020,KIAA0196,KIAA1429,KIF11,KLF12,KLF15,KLF16,KLF5,KLF8,KLF9,KMT2A,KPNA1,KPNA2,KPNA3,KPNA4,KPNB1,KRAS,KRR1,KRT14,KRT18,KRT3,KRT39,KTN1,LARP1,LARP7,LAS1L,LATS1,LATS2,LBR,LDHA,LDHB,LGALS1,LHX1,LHX2,LIMA1,LIN28A,LINC00839,LINC01198,LLGL2,LLPH,LMNA,LMNB1,LOC101928405,LRPPRC,LRRFIP1,LTV1,LUC7L3,LUZP1,LYAR,LYRM1,Ldha,Lgals1,Lgals3,Lox,MAGEB2,MAGED2,MAGI2,MAGI3,MAN1A1,MAN1B1,MAP1B,MAP2K3,MAP2K6,MAPK1,MAPRE2,8-Mar,MARCKS,MAST2,MATR3,MB21D1,MCCC1,MCCC2,MCM2,MCM3,MCM5,MCM7,MCRS1,MDC1,MDN1,MED12,MEN1,MESP1,MET,METTL16,MEX3C,MEX3D,MIER1,MKI67,MME,MNDA,MOGS,MPP1,MPRIP,MRPL11,MRPS10,MRPS15,MRPS22,MRPS23,MRPS27,MRPS28,MRPS30,MRPS34,MRPS35,MRPS5,MRPS7,MRPS9,MSH6,MTDH,MTHFD1,MTHFD2,MTOR,MVB12A,MVP,MXD1,MYB,MYBBP1A,MYC,MYCN,MYH10,MYH9,MYL12A,MYL6,MYO18A,MYO1B,MYO1C,MYO1D,MYOF,Map1b,Mtap,Myh9,NAA40,NACA,NCAPG,NCBP1,NCF1,NCL,NCOA3,NCOR2,ND4,NDFIP1,NDFIP2,NDUFC1,NEDD1,NEDD4,NEIL1,NEK7,NF1,NFU1,NGB,NHLH1,NIFK,NKRF,NME1,NOC2L,NOM1,NONO,NOP56,NOP58,NOTCH1,NPM1,NPM3,NPRL3,NRCAM,NUMB,NUP43,Nap1l1,Nars,Ncl,Nedd4,Npm1,OAT,OPRL1,OSBP2,OSGIN1,OTUD3,OTUD5,OTULIN,Oxct1,P2RY11,P3H4,PA2G4,PABPC1,PABPC4,PARD6B,PARK2,PARK7,PARP1,PAX6,PBK,PBRM1,PBX3,PC,PCBP1,PCCA,PCCB,PCDHGA10,PCGF1,PCNA,PDGFRA,PDGFRB,PDHA1,PDZD9,PELO,PELP1,PFN1,PGK1,PHAX,PHB,PHB2,PICK1,PIGH,PIGN,PIK3R1,PIK3R2,PINK1,PKM,PKMYT1,PKN2,PLEC,PLEKHA1,PLEKHA4,PLK1,POF1B,POLDIP2,POLM,POLR1A,POLR2A,POLR2B,POLR2H,POLRMT,POP1,PPAP2B,PPIA,PPL,PPM1G,PPP1CA,PPP1R10,PPP2CA,PPP2R4,PPP3CA,PPP5C,PRC1,PRDX1,PRDX3,PRKDC,PRKRA,PRPF19,PRPF8,PRR11,PRSS3,PSMB2,PSMD2,PSMD3,PSMD4,PSMD7,PTCD3,PTDSS1,PTEN,PTK2,PTK2B,PTK7,PTPN13,PTPN14,PURA,PURB,PURG,PXN,PYHIN1,Pcbp1,Pcbp2,Pcna,Pfn1,Pgk1,Pkm,Ppia,Psmc2,Psmc3,Psmc4,Psmd12,Puf60,QPCTL,QPRT,QRFPR,RAB1B,RAB5C,RAB7A,RAD18,RAD21,RAD51,RAD54L,RAF1,RALA,RALB,RALY,RAMP2,RAN,RANBP2,RANGAP1,RASSF2,RBBP4,RBBP5,RBBP7,RBCK1,RBM19,RBM4,RBM4B,RCC2,RCN1,RFC3,RFC4,RFC5,RFTN1,RHOA,RHOU,RING1,RIOK1,RNF113A,RNF126,RNF146,RNF151,RNF31,RNF4,RPA1,RPF2,RPL10,RPL10A,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL17-C18orf32,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36AL,RPL37A,RPL38,RPL39,RPL4,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPN1,RPN2,RPP30,RPP38,RPP40,RPRD1B,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RPSAP58,RPTOR,RPUSD1,RRP1B,RSL1D1,RUVBL1,RXRA,RYBP,RYR3,Rpl11,Rpl18,Rpl22l1,Rpl23,Rpl3,Rpl31-ps9,Rplp0,Rplp1,Rps17,Rps3,Rps4x,Rps7,S100A8,S100A9,SAP18,SAR1A,SATB2,SBSN,SCN10A,SCYL2,SDC1,SDC4,SDCBP,SDPR,SEC24B,SEC24C,SEC61A1,SERBP1,SERPINA7,SERPINB6,SERPINH1,SET,SETD1A,SETX,SFMBT1,SFXN1,SHARPIN,SHMT2,SHROOM3,SIN3A,SIRT4,SIRT6,SIRT7,SKP1,SLC12A2,SLC25A1,SLC25A13,SLC25A3,SLC25A5,SLC25A6,SLC36A1,SLC9A3R1,SLC9A3R2,SMAD3,SMARCA4,SMARCA5,SMARCB1,SMC1A,SMC2,SMC3,SMC4,SMC5,SMCHD1,SMTN,SMURF1,SNAI1,SNED1,SNRNP200,SNRNP40,SNRPA,SNRPA1,SNRPB2,SNRPD1,SNTB2,SNX27,SOCS1,SON,SOX2,SP100,SPATA18,SPOP,SPTA1,SPTAN1,SPTBN1,SRGAP1,SRP14,SRP54,SRP68,SRP72,SRPK1,SRPK2,SRSF1,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SSB,SSFA2,SSR1,SSR4,SSRP1,ST8SIA6,STAG2,STAMBP,STAU1,STIP1,STK11,STK36,STRAP,STUB1,SUDS3,SUFU,SUGP2,SURF4,SURF6,SUV39H1,SUZ12,SYK,SYNCRIP,Serpinh1,Slc25a3,Slc25a4,Slc9a3r2,Smurf2,Snd1,Snrpd1,Srm,TAF3,TAL1,TBC1D31,TCEB3C,TCF25,TCL1B,TCP1,TDRD15,TEAD1,TECR,TERF2IP,TFAP4,THAP3,THBD,THOC2,THOC3,THOC6,THRAP3,TMCO6,TMEFF1,TMEM33,TNKS,TNKS2,TNPO1,TNPO3,TOP2A,TOP2B,TOPAZ1,TP53,TP53BP1,TPK1,TRAF2,TRAPPC13,TRAPPC2,TRAPPC2L,TRB,TRIM24,TRIM25,TRIM27,TRIM28,TRIM37,TRIM59,TRIM67,TRIM8,TSGA10,TSR1,TSSC1,TTBK2,TTC31,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBB,TUBB2A,TUBB3,TUBB4B,TUFM,TWIST1,TXN,TXNDC11,TYMS,Tcp1,Tpi1,Tuba1b,Tuba3a,Tubb2b,Tubb4b,Tubb4b-ps1,Tubb5,Tubb6,U2AF1,U2AF2,UBA1,UBAC2,UBAP2L,UBC,UBE2D1,UBE2I,UBE2L3,UBE2S,UBL7,UBXN1,UPF1,USP1,USP10,USP11,USP13,USP15,USP25,USP36,USP39,USP4,USP7,USP8,USP9X,USPL1,UTP14A,UTP23,UTRN,Uba1,Ugdh,VARS,VDAC2,VHL,VPRBP,VPS45,VPS53,Vcp,WDR5,WHSC1,WNT4,WWP1,WWP2,XIAP,XPC,XRCC5,XRCC6,YAF2,YAP1,YBX1,YBX2,YBX3,YES1,YME1L1,YTHDC2,YTHDF2,YY1,ZBTB2,ZBTB33,ZBTB48,ZC3H10,ZC3H15,ZC3H18,ZC3H3,ZC3H7A,ZC3HAV1,ZCRB1,ZER1,ZMYM1,ZMYM2,ZMYM4,ZMYM6,ZNF2,ZNF318,ZNF326,ZNF346,ZNF391,ZNF668,ZNF787,ZRANB2,ZSCAN18,ZUFSP,nsp15,vpr
AATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
