-4.377406504234487850e-02,3.058953753746659898e-02
1.758423550401729332e-02,-3.431484876074059054e-03
1.153830616596668024e-01,-2.122451222276114102e-01
-1.225489619835821303e-02,-7.951686740213223525e-03
-7.721058595601598684e-02,1.757125651945014577e-01
-2.212108060325014905e-03,-4.911012779171079756e-02
-1.974865267731950452e-02,7.625139559224851718e-03
1.117942186561155307e-02,-2.430982618194174605e-02
1.801037969471779576e-01,-8.804185322192656371e-02
-3.933564109324077379e-02,9.974603341948873325e-02
6.856013851336547615e-01,8.499739159241846698e-02
-2.175876985469185898e-01,1.539170019199864181e-01
1.876231280903186416e-01,6.305952885602060520e-02
-1.224303332742951167e-01,-2.082042081525361243e-01
-3.780010649662451927e-02,6.511772607383282951e-02
-2.360654631611954629e-02,3.047986503522835330e-02
-4.666627308892080245e-02,-9.395855731637769298e-03
-4.579113891626070132e-02,-2.237393675063271969e-02
-7.604637405170697195e-02,-2.404203791379388999e-01
-5.466216006819339668e-02,9.879213651770607507e-02
4.920290592614753183e-03,5.644597240776470792e-02
-7.420863609556603568e-02,5.893515172991956041e-02
-6.582770240087215674e-03,3.290595748885107030e-02
-6.171028015732529792e-02,4.531916762666825249e-02
-2.551341032274204515e-02,1.698311983584321894e-02
1.783530764037938310e-01,-6.306749802824018758e-02
9.253369074101493175e-03,2.944110827159485133e-01
