-2.043281815324114389e-02,-6.169155498059187420e-02
4.862714002040984321e-03,2.454157515261597925e-04
3.878918894417929253e-02,-9.266379849942180114e-02
4.549836297388626556e-03,-2.629142492824422875e-02
-4.998485722801155468e-02,6.017071977871266131e-02
-3.800439406609965043e-02,-1.494576343591835083e-02
-2.222485325186227684e-02,2.963651125640951942e-03
1.372837968786087999e-02,6.759915930385143081e-03
3.318645221854024663e-01,-6.473254291584498721e-02
-2.196410236613527064e-02,1.899435884722088519e-01
5.122489346519965014e-01,1.248017540884211463e-01
-7.121214800552233548e-02,-5.596788456904715214e-02
-4.220946186381041576e-02,1.330503556024576969e-02
-8.528145526313286873e-02,-6.929007638928483259e-02
-1.506517759837643772e-02,2.554273816367890089e-03
-6.812048693834298063e-02,1.114314778978748623e-02
-2.073452368891916947e-02,-3.710564572477102752e-02
-4.341747779951472819e-02,2.665638233363798806e-02
-5.239588926875159841e-02,1.781619406512210957e-02
-4.414540421592384745e-02,3.655117054929237635e-02
-1.439205116688015845e-02,-1.402194770020680735e-04
-4.405012366759199910e-02,1.293803299463148482e-01
-2.342997794456423005e-02,3.436791398933513458e-02
-9.064282002913033598e-02,-1.709654445461179090e-02
-2.702270453399890915e-02,-6.358652873749135771e-04
1.021347861116708028e-01,-2.312976913293035910e-02
-1.702179552599598911e-02,1.120540102073229738e-01
