2.196955914625799144e-03,-2.252303124350604454e-04
-2.503434085464499581e-02,-3.519987982282769476e-04
-2.915413683728191457e-02,-3.359907877599110221e-02
-6.259455003602791556e-02,4.339979220131707366e-02
-8.731405801996218463e-02,-3.250958034330980045e-02
1.808383762023932362e-02,-6.769401355495602290e-02
-7.883562914841506578e-04,-4.622363322110729575e-03
-9.839518781406132730e-03,-7.070405624088820645e-03
-2.544583909232484703e-02,-8.809524481966118925e-03
-4.262069084727310164e-02,-1.915823720624528631e-02
2.595080960175593157e-03,-1.433916934462627427e-03
2.295828034606812833e-03,-5.215800234752744624e-04
-1.444592917781654245e-03,-1.277620673693797074e-03
-1.941547153974131426e-02,-2.466860351945029516e-03
-2.059237735600731589e-02,-7.288166976148504478e-03
-1.951936363464215271e-02,9.555738242999003984e-03
-3.216593187809424492e-02,4.542405981532665615e-02
-2.004073729284428645e-02,-4.614170318814332650e-02
-2.532200159942550599e-02,-2.881788137404570939e-03
2.187858197425292250e-03,-1.941251167939288193e-04
2.195888312734479812e-03,-2.181119552658546991e-04
-4.655478320330129482e-02,4.752084501509114267e-02
-3.063027162808767620e-02,7.684314475161513336e-02
-9.491601724676335117e-02,3.436571109200218990e-03
-7.517100744198547922e-03,2.303963289912366180e-02
-2.345702094710330754e-02,7.457043454844949903e-03
-2.939397450209663837e-02,1.551149492284317408e-02
-8.730703455562661974e-02,6.408032218722863049e-02
-2.465884491893565247e-02,-1.036353650765040740e-02
7.243333495935234956e-03,4.926623555635446794e-02
4.424914393383085065e-04,1.340563190226046848e-03
-2.448133704346559109e-02,-4.925780123598581806e-02
-5.023121010757037458e-02,4.992095287241088419e-02
-5.346740691420086289e-02,1.514879013738110874e-02
-2.113424179508482242e-02,-7.762244903186502759e-03
-2.832291436851094163e-02,-1.503403769040632942e-02
-5.156971280977813710e-02,1.887336382413776770e-01
-9.356500172883684685e-02,5.149894545535011608e-02
-3.139831819215276043e-02,-7.022043879575391202e-03
2.216264343680569154e-02,-4.453054275445788267e-03
-2.087333215078081977e-02,-2.622603599153934539e-02
6.557434035385016624e-02,5.134524852842635434e-02
-4.256690584880097605e-02,-3.484052588961528141e-02
-8.664645482966137902e-03,-4.967936207824499850e-03
-5.006213486988993211e-02,-5.577232593884403483e-02
-6.152828154603852233e-03,-1.236596528446534974e-03
-1.105418756747913039e-01,-5.634472566674224303e-02
-1.692294048876903656e-02,3.507536499144589710e-03
2.198093805640261023e-03,-2.194408871416738695e-04
-1.898612820299079573e-02,1.714467636366362804e-02
-2.378415092170448053e-02,2.728461206457930346e-02
-6.760202162486195383e-03,-6.404544507060570477e-03
-7.238996972508642339e-03,-5.887809539766919236e-04
-2.657161228146990781e-02,7.422052433943256491e-03
-4.312409136540627796e-02,-2.628525283101846091e-02
-3.056136442547781329e-02,-2.004891423075570028e-02
2.198093805640261023e-03,-2.194743449104602658e-04
-3.960218614828683870e-02,7.665364251947337504e-02
-1.655550424761948608e-02,1.830874415651872339e-02
-3.589856203153640041e-02,7.203728788716060039e-02
-2.178225362382252284e-02,1.447338913991921827e-02
-6.971606059652517284e-02,9.121457705827921980e-02
-2.311898605392746081e-02,1.983304600073843363e-02
-4.324046462917999212e-02,-4.281177472836265874e-02
2.178005156250038300e-03,-2.207228820334565999e-04
-8.535065981051764838e-02,2.277723077146844716e-02
-1.847267007200206063e-02,4.255962611124996381e-02
-2.190940158142273136e-02,-2.289272913089412942e-02
-6.725707418724617692e-02,-1.536425833174276737e-02
-3.465122538811621355e-02,3.799411536461944072e-02
-4.181296634259225320e-02,4.915800859286613422e-02
